"","book","chapter","chapter_number","chapter_cn","word"
"90","analects","li-ren",4,"里仁","子曰：「君子欲訥於言，而敏於行。」"
"91","analects","li-ren",4,"里仁","子曰：「德不孤，必有鄰。」"
"92","analects","li-ren",4,"里仁","子游曰：「事君數，斯辱矣，朋友數，斯疏矣。」"
"93","analects","gong-ye-chang",5,"公冶長","子謂公冶長，「可妻也。雖在縲絏之中，非其罪也」。以其子妻之。"
"94","analects","gong-ye-chang",5,"公冶長","子謂南容，「邦有道，不廢；邦無道，免於刑戮。」以其兄之子妻之。"
"95","analects","gong-ye-chang",5,"公冶長","子謂子賤，「君子哉若人！魯無君子者，斯焉取斯？」"
"96","analects","gong-ye-chang",5,"公冶長","子貢問曰：「賜也何如？」子曰：「女器也。」曰：「何器也？」曰：「瑚璉也。」"
"97","analects","gong-ye-chang",5,"公冶長","或曰：「雍也，仁而不佞。」子曰：「焉用佞？禦人以口給，屢憎於人。不知其仁，焉用佞？」"
"98","analects","gong-ye-chang",5,"公冶長","子使漆雕開仕。對曰：「吾斯之未能信。」子說。"
"99","analects","gong-ye-chang",5,"公冶長","子曰：「道不行，乘桴浮于海。從我者其由與？」子路聞之喜。子曰：「由也好勇過我，無所取材。」"
"100","analects","gong-ye-chang",5,"公冶長","孟武伯問：「子路仁乎？」子曰：「不知也。」又問。子曰：「由也，千乘之國，可使治其賦也，不知其仁也。」「求也何如？」子曰：「求也，千室之邑，百乘之家，可使為之宰也，不知其仁也。」「赤也何如？」子曰：「赤也，束帶立於朝，可使與賓客言也，不知其仁也。」"
"101","analects","gong-ye-chang",5,"公冶長","子謂子貢曰：「女與回也孰愈？」對曰：「賜也何敢望回。回也聞一以知十，賜也聞一以知二。」子曰：「弗如也！吾與女弗如也。」"
"102","analects","gong-ye-chang",5,"公冶長","宰予晝寢。子曰：「朽木不可雕也，糞土之牆不可杇也，於予與何誅。」子曰：「始吾於人也，聽其言而信其行；今吾於人也，聽其言而觀其行。於予與改是。」"
"103","analects","gong-ye-chang",5,"公冶長","子曰：「吾未見剛者。」或對曰：「申棖。」子曰：「棖也慾，焉得剛？」"
"104","analects","gong-ye-chang",5,"公冶長","子貢曰：「我不欲人之加諸我也，吾亦欲無加諸人。」子曰：「賜也，非爾所及也。」"
"105","analects","gong-ye-chang",5,"公冶長","子貢曰：「夫子之文章，可得而聞也；夫子之言性與天道，不可得而聞也。」"
"106","analects","gong-ye-chang",5,"公冶長","子路有聞，未之能行，唯恐有聞。"
"107","analects","gong-ye-chang",5,"公冶長","子貢問曰：「孔文子何以謂之文也？」子曰：「敏而好學，不恥下問，是以謂之文也。」"
"108","analects","gong-ye-chang",5,"公冶長","子謂子產，「有君子之道四焉：其行己也恭，其事上也敬，其養民也惠，其使民也義。」"
"109","analects","gong-ye-chang",5,"公冶長","子曰：「晏平仲善與人交，久而敬之。」"
"110","analects","gong-ye-chang",5,"公冶長","子曰：「臧文仲居蔡，山節藻梲，何如其知也？」"
"111","analects","gong-ye-chang",5,"公冶長","子張問曰：「令尹子文三仕為令尹，無喜色；三已之，無慍色。舊令尹之政，必以告新令尹。何如？」子曰：「忠矣。」曰：「仁矣乎？」曰：「未知，焉得仁？」「崔子弒齊君，陳文子有馬十乘，棄而違之。至於他邦，則曰：『猶吾大夫崔子也。』違之。之一邦，則又曰：『猶吾大夫崔子也。』違之。何如？」子曰：「清矣。」曰：「仁矣乎？」曰：「未知。焉得仁？」"
"112","analects","gong-ye-chang",5,"公冶長","季文子三思而後行。子聞之，曰：「再，斯可矣。」"
"113","analects","gong-ye-chang",5,"公冶長","子曰：「甯武子邦有道則知，邦無道則愚。其知可及也，其愚不可及也。」"
"114","analects","gong-ye-chang",5,"公冶長","子在陳曰：「歸與！歸與！吾黨之小子狂簡，斐然成章，不知所以裁之。」"
"115","analects","gong-ye-chang",5,"公冶長","子曰：「伯夷、叔齊不念舊惡，怨是用希。」"
"116","analects","gong-ye-chang",5,"公冶長","子曰：「孰謂微生高直？或乞醯焉，乞諸其鄰而與之。」"
"117","analects","gong-ye-chang",5,"公冶長","子曰：「巧言、令色、足恭，左丘明恥之，丘亦恥之。匿怨而友其人，左丘明恥之，丘亦恥之。」"
"118","analects","gong-ye-chang",5,"公冶長","顏淵、季路侍。子曰：「盍各言爾志？」子路曰：「願車馬、衣輕裘，與朋友共。敝之而無憾。」顏淵曰：「願無伐善，無施勞。」子路曰：「願聞子之志。」子曰：「老者安之，朋友信之，少者懷之。」"
"119","analects","gong-ye-chang",5,"公冶長","子曰：「已矣乎！吾未見能見其過而內自訟者也。」"
"120","analects","gong-ye-chang",5,"公冶長","子曰：「十室之邑，必有忠信如丘者焉，不如丘之好學也。」"
"121","analects","yong-ye",6,"雍也","子曰：「雍也可使南面。」"
"122","analects","yong-ye",6,"雍也","仲弓問子桑伯子，子曰：「可也簡。」仲弓曰：「居敬而行簡，以臨其民，不亦可乎？居簡而行簡，無乃大簡乎？」子曰：「雍之言然。」"
"123","analects","yong-ye",6,"雍也","哀公問：「弟子孰為好學？」孔子對曰：「有顏回者好學，不遷怒，不貳過。不幸短命死矣！今也則亡，未聞好學者也。」"
"124","analects","yong-ye",6,"雍也","子華使於齊，冉子為其母請粟。子曰：「與之釜。」請益。曰：「與之庾。」冉子與之粟五秉。子曰：「赤之適齊也，乘肥馬，衣輕裘。吾聞之也，君子周急不繼富。」"
"125","analects","yong-ye",6,"雍也","原思為之宰，與之粟九百，辭。子曰：「毋！以與爾鄰里鄉黨乎！」"
"126","analects","yong-ye",6,"雍也","子謂仲弓曰：「犂牛之子騂且角，雖欲勿用，山川其舍諸？」"
"127","analects","yong-ye",6,"雍也","子曰：「回也，其心三月不違仁，其餘則日月至焉而已矣。」"
"128","analects","yong-ye",6,"雍也","季康子問：「仲由可使從政也與？」子曰：「由也果，於從政乎何有？」曰：「賜也，可使從政也與？」曰：「賜也達，於從政乎何有？」曰：「求也，可使從政也與？」曰：「求也藝，於從政乎何有？」"
"129","analects","yong-ye",6,"雍也","季氏使閔子騫為費宰。閔子騫曰：「善為我辭焉。如有復我者，則吾必在汶上矣。」"
"130","analects","yong-ye",6,"雍也","伯牛有疾，子問之，自牖執其手，曰：「亡之，命矣夫！斯人也而有斯疾也！斯人也而有斯疾也！」"
"131","analects","yong-ye",6,"雍也","子曰：「賢哉回也！一簞食，一瓢飲，在陋巷。人不堪其憂，回也不改其樂。賢哉回也！」"
"132","analects","yong-ye",6,"雍也","冉求曰：「非不說子之道，力不足也。」子曰：「力不足者，中道而廢。今女畫。」"
"133","analects","yong-ye",6,"雍也","子謂子夏曰：「女為君子儒，無為小人儒。」"
"134","analects","yong-ye",6,"雍也","子游為武城宰。子曰：「女得人焉爾乎？」曰：「有澹臺滅明者，行不由徑。非公事，未嘗至於偃之室也。」"
"135","analects","yong-ye",6,"雍也","子曰：「孟之反不伐，奔而殿。將入門，策其馬，曰：『非敢後也，馬不進也。』」"
"136","analects","yong-ye",6,"雍也","子曰：「不有祝鮀之佞而有宋朝之美，難乎免於今之世矣！」"
"137","analects","yong-ye",6,"雍也","子曰：「誰能出不由戶？何莫由斯道也？」"
"138","analects","yong-ye",6,"雍也","子曰：「質勝文則野，文勝質則史。文質彬彬，然後君子。」"
"139","analects","yong-ye",6,"雍也","子曰：「人之生也直，罔之生也幸而免。」"
"140","analects","yong-ye",6,"雍也","子曰：「知之者不如好之者，好之者不如樂之者。」"
"141","analects","yong-ye",6,"雍也","子曰：「中人以上，可以語上也；中人以下，不可以語上也。」"
"142","analects","yong-ye",6,"雍也","樊遲問知。子曰：「務民之義，敬鬼神而遠之，可謂知矣。」問仁。曰：「仁者先難而後獲，可謂仁矣。」"
"143","analects","yong-ye",6,"雍也","子曰：「知者樂水，仁者樂山；知者動，仁者靜；知者樂，仁者壽。」"
"144","analects","yong-ye",6,"雍也","子曰：「齊一變，至於魯；魯一變，至於道。」"
"145","analects","yong-ye",6,"雍也","子曰：「觚不觚，觚哉！觚哉！」"
"146","analects","yong-ye",6,"雍也","宰我問曰：「仁者，雖告之曰：『井有仁焉。』其從之也？」子曰：「何為其然也？君子可逝也，不可陷也；可欺也，不可罔也。」"
"147","analects","yong-ye",6,"雍也","子曰：「君子博學於文，約之以禮，亦可以弗畔矣夫！」"
"148","analects","yong-ye",6,"雍也","子見南子，子路不說。夫子矢之曰：「予所否者，天厭之！天厭之！」"
"149","analects","yong-ye",6,"雍也","子曰：「中庸之為德也，其至矣乎！民鮮久矣。」"
"150","analects","yong-ye",6,"雍也","子貢曰：「如有博施於民而能濟眾，何如？可謂仁乎？」子曰：「何事於仁，必也聖乎！堯舜其猶病諸！夫仁者，己欲立而立人，己欲達而達人。能近取譬，可謂仁之方也已。」"
"151","analects","shu-er",7,"述而","子曰：「述而不作，信而好古，竊比於我老彭。」"
"152","analects","shu-er",7,"述而","子曰：「默而識之，學而不厭，誨人不倦，何有於我哉？」"
"153","analects","shu-er",7,"述而","子曰：「德之不脩，學之不講，聞義不能徙，不善不能改，是吾憂也。」"
"154","analects","shu-er",7,"述而","子之燕居，申申如也，夭夭如也。"
"155","analects","shu-er",7,"述而","子曰：「甚矣吾衰也！久矣吾不復夢見周公。」"
"156","analects","shu-er",7,"述而","子曰：「志於道，據於德，依於仁，游於藝。」"
"157","analects","shu-er",7,"述而","子曰：「自行束脩以上，吾未嘗無誨焉。」"
"158","analects","shu-er",7,"述而","子曰：「不憤不啟，不悱不發，舉一隅不以三隅反，則不復也。」"
"159","analects","shu-er",7,"述而","子食於有喪者之側，未嘗飽也。"
"160","analects","shu-er",7,"述而","子於是日哭，則不歌。"
"161","analects","shu-er",7,"述而","子謂顏淵曰：「用之則行，舍之則藏，唯我與爾有是夫！」子路曰：「子行三軍，則誰與？」子曰：「暴虎馮河，死而無悔者，吾不與也。必也臨事而懼，好謀而成者也。」"
"162","analects","shu-er",7,"述而","子曰：「富而可求也，雖執鞭之士，吾亦為之。如不可求，從吾所好。」"
"163","analects","shu-er",7,"述而","子之所慎：齊，戰，疾。"
"164","analects","shu-er",7,"述而","子在齊聞韶，三月不知肉味。曰：「不圖為樂之至於斯也！」"
"165","analects","shu-er",7,"述而","冉有曰：「夫子為衛君乎？」子貢曰：「諾。吾將問之。」入，曰：「伯夷、叔齊何人也？」曰：「古之賢人也。」曰：「怨乎？」曰：「求仁而得仁，又何怨。」出，曰：「夫子不為也。」"
"166","analects","shu-er",7,"述而","子曰：「飯疏食飲水，曲肱而枕之，樂亦在其中矣。不義而富且貴，於我如浮雲。」"
"167","analects","shu-er",7,"述而","子曰：「加我數年，五十以學易，可以無大過矣。」"
"168","analects","shu-er",7,"述而","子所雅言，詩、書、執禮，皆雅言也。"
"169","analects","shu-er",7,"述而","葉公問孔子於子路，子路不對。子曰：「女奚不曰，其為人也，發憤忘食，樂以忘憂，不知老之將至云爾。」"
"170","analects","shu-er",7,"述而","子曰：「我非生而知之者，好古，敏以求之者也。」"
"171","analects","shu-er",7,"述而","子不語怪，力，亂，神。"
"172","analects","shu-er",7,"述而","子曰：「三人行，必有我師焉。擇其善者而從之，其不善者而改之。」"
"173","analects","shu-er",7,"述而","子曰：「天生德於予，桓魋其如予何？」"
"174","analects","shu-er",7,"述而","子曰：「二三子以我為隱乎？吾無隱乎爾。吾無行而不與二三子者，是丘也。」"
"175","analects","shu-er",7,"述而","子以四教：文，行，忠，信。"
"176","analects","shu-er",7,"述而","子曰：「聖人，吾不得而見之矣；得見君子者，斯可矣。」子曰：「善人，吾不得而見之矣；得見有恆者，斯可矣。亡而為有，虛而為盈，約而為泰，難乎有恆矣。」"
"177","analects","shu-er",7,"述而","子釣而不綱，弋不射宿。"
"178","analects","shu-er",7,"述而","子曰：「蓋有不知而作之者，我無是也。多聞擇其善者而從之，多見而識之，知之次也。」"
"179","analects","shu-er",7,"述而","互鄉難與言，童子見，門人惑。子曰：「與其進也，不與其退也，唯何甚！人潔己以進，與其潔也，不保其往也。」"
"180","analects","shu-er",7,"述而","子曰：「仁遠乎哉？我欲仁，斯仁至矣。」"
"181","analects","shu-er",7,"述而","陳司敗問昭公知禮乎？孔子曰：「知禮。」孔子退，揖巫馬期而進之，曰：「吾聞君子不黨，君子亦黨乎？君取於吳為同姓，謂之吳孟子。君而知禮，孰不知禮？」巫馬期以告。子曰：「丘也幸，苟有過，人必知之。」"
"182","analects","shu-er",7,"述而","子與人歌而善，必使反之，而後和之。"
"183","analects","shu-er",7,"述而","子曰：「文，莫吾猶人也。躬行君子，則吾未之有得。」"
"184","analects","shu-er",7,"述而","子曰：「若聖與仁，則吾豈敢？抑為之不厭，誨人不倦，則可謂云爾已矣。」公西華曰：「正唯弟子不能學也。」"
"185","analects","shu-er",7,"述而","子疾病，子路請禱。子曰：「有諸？」子路對曰：「有之。誄曰：『禱爾于上下神祇。』」子曰：「丘之禱久矣。」"
"186","analects","shu-er",7,"述而","子曰：「奢則不孫，儉則固。與其不孫也，寧固。」"
"187","analects","shu-er",7,"述而","子曰：「君子坦蕩蕩，小人長戚戚。」"
"188","analects","shu-er",7,"述而","子溫而厲，威而不猛，恭而安。"
"189","analects","tai-bo",8,"泰伯","子曰：「泰伯，其可謂至德也已矣！三以天下讓，民無得而稱焉。」"
"190","analects","tai-bo",8,"泰伯","子曰：「恭而無禮則勞，慎而無禮則葸，勇而無禮則亂，直而無禮則絞。君子篤於親，則民興於仁；故舊不遺，則民不偷。」"
"191","analects","tai-bo",8,"泰伯","曾子有疾，召門弟子曰：「啟予足！啟予手！《詩》云『戰戰兢兢，如臨深淵，如履薄冰。』而今而後，吾知免夫！小子！」"
"192","analects","tai-bo",8,"泰伯","曾子有疾，孟敬子問之。曾子言曰：「鳥之將死，其鳴也哀；人之將死，其言也善。君子所貴乎道者三：動容貌，斯遠暴慢矣；正顏色，斯近信矣；出辭氣，斯遠鄙倍矣。籩豆之事，則有司存。」"
"193","analects","tai-bo",8,"泰伯","曾子曰：「以能問於不能，以多問於寡；有若無，實若虛，犯而不校，昔者吾友嘗從事於斯矣。」"
"194","analects","tai-bo",8,"泰伯","曾子曰：「可以託六尺之孤，可以寄百里之命，臨大節而不可奪也。君子人與？君子人也。」"
"195","analects","tai-bo",8,"泰伯","曾子曰：「士不可以不弘毅，任重而道遠。仁以為己任，不亦重乎？死而後已，不亦遠乎？」"
"196","analects","tai-bo",8,"泰伯","子曰：「興於詩，立於禮。成於樂。」"
"197","analects","tai-bo",8,"泰伯","子曰：「民可使由之，不可使知之。」"
"198","analects","tai-bo",8,"泰伯","子曰：「好勇疾貧，亂也。人而不仁，疾之已甚，亂也。」"
"199","analects","tai-bo",8,"泰伯","子曰：「如有周公之才之美，使驕且吝，其餘不足觀也已。」"
"200","analects","tai-bo",8,"泰伯","子曰：「三年學，不至於穀，不易得也。」"
"201","analects","tai-bo",8,"泰伯","子曰：「篤信好學，守死善道。危邦不入，亂邦不居。天下有道則見，無道則隱。邦有道，貧且賤焉，恥也；邦無道，富且貴焉，恥也。」"
"202","analects","tai-bo",8,"泰伯","子曰：「不在其位，不謀其政。」"
"203","analects","tai-bo",8,"泰伯","子曰：「師摯之始，關雎之亂，洋洋乎！盈耳哉。」"
"204","analects","tai-bo",8,"泰伯","子曰：「狂而不直，侗而不愿，悾悾而不信，吾不知之矣。」"
"205","analects","tai-bo",8,"泰伯","子曰：「學如不及，猶恐失之。」"
"206","analects","tai-bo",8,"泰伯","子曰：「巍巍乎！舜禹之有天下也，而不與焉。」"
"207","analects","tai-bo",8,"泰伯","子曰：「大哉，堯之為君也！巍巍乎！唯天為大，唯堯則之。蕩蕩乎！民無能名焉。巍巍乎！其有成功也；煥乎，其有文章！」"
"208","analects","tai-bo",8,"泰伯","舜有臣五人而天下治。武王曰：「予有亂臣十人。」孔子曰：「才難，不其然乎？唐虞之際，於斯為盛。有婦人焉，九人而已。三分天下有其二，以服事殷。周之德，其可謂至德也已矣。」"
"209","analects","tai-bo",8,"泰伯","子曰：「禹，吾無間然矣。菲飲食，而致孝乎鬼神；惡衣服，而致美乎黻冕；卑宮室，而盡力乎溝洫。禹，吾無間然矣。」"
"210","analects","zi-han",9,"子罕","子罕言利，與命，與仁。"
"211","analects","zi-han",9,"子罕","達巷黨人曰：「大哉孔子！博學而無所成名。」子聞之，謂門弟子曰：「吾何執？執御乎？執射乎？吾執御矣。」"
"212","analects","zi-han",9,"子罕","子曰：「麻冕，禮也；今也純，儉。吾從眾。拜下，禮也；今拜乎上，泰也。雖違眾，吾從下。」"
"213","analects","zi-han",9,"子罕","子絕四：毋意，毋必，毋固，毋我。"
